# line index 1 : total data 수, line index 3부터 data
총 3052개
000id|content
00011|귀한분 모시고 다녀가요. 요즘 여의도 핫플레이스라... 예약하기 어려운 곳인데, 운좋게 예약됐네요!! 반찬도 정갈하고, 가마솥식사도 너무 맛있어요!! 무엇보다 룸에 충전기 구비돼있는 센스!!! ㅋㅋㅋ 직원분들 올때마다 느끼지만 너무 친절하십니다 또 방문할게요!!
00012|룸에서 프라이빗하게 가족 모임을 할 수 있어서 좋았습니다. 방마다 에어컨 리모컨으로 온도를 조절할 수 있어서 유용했습니다. 뭉티기 육회 딱새우도 신선하고 맛있네요! 부라타떡볶이가 특히 별미였습니다.
00013|기념일이라 예약하고 왔는데 직원분들이 다 친절하시고 음식도 바로바로 나와서 너무 좋았어요~ 점심에 먹었을때 좋았어서 저녁에 부모님 모시고 왔는데 음식도 맛있고 좋아하셨네요:)
00014|룸이 나윽하니 조용해서 친구모임하기 좋아요~ 솥밥세트 구성에 작년에 왔을때랑 조금 바뀌었는데, 맛은 그대로네요 :) 건강하게 잘 먹고 갑니다 :)
00015|모임이 있어 예약 후 방문했습니다! 프라이빗하고 음식과 직원 서비스 모두 괜찮았습니다! 인당 맥주 또는 하이볼 시키면 콜키지 무제한 이여서 와인, 사케, 위스키 등 다양하게 가져가 저희만의 공간에서 매우 맛있는 음식과 같이 재미있게 놀고 즐기다 왔습니다! 한가지 아쉬운 점은 라스트오더는 9시반인대 8시부터 마감하신다고 라스트오더를 받으셔서 무언가 쫓기든 식사를 해야하는 부담이 있어서 아쉬웠습니다ㅠㅠ
00016|동여의도 고방채가 너무 좋았어서 서여의도에 생긴걸 알고 왔는데 너무 깔끔하고 맛도 좋았던 곳! 다 룸이라 프라이빗 한것도 넘 만족스러워여
00017|손님 모시기에 항상 적당한 식당입니다. 정갈하고 조용하고 아늑하고 대화 나누기에 이만한 곳이 없습니다. 게다가 맛깔난 식사까지 즐기니 금상첨회죠. 오늘도 잘 먹고 잘 즐겼습니다
00018|서비스 너무 친절하셨고, 메뉴로 주문한 장어솥밥  싱싱하고 양도 풍부하고 맛있었습니다  반찬도 다양하고 맛있어요!
00019|해외에서 오신 고객 모시고 맛있는 음식이랑 룸에서 조용히 대화할 수 있어 좋았습니다. 다 맛있고 퀄도 좋아요
00020|전에 오고 너무 괜찮았어서 친구랑 또 왔어요! 역시나 너무 맛있고 양이 많아서 진짜 배부르게 먹었습니다. 친구도 엄청 잘 먹고 입맛 까다로운 편인데 이렇게 냄새 안 나는 우니랑 고기 처음 먹어 본다고 세상 행복해 하면서 먹더라고요ㅋㅋㅋ!! 직원분들도 다들 너무 친절하시고 설명도 다 해주시고 손질도 해주셔서 넘 좋았어요. ㅎㅎ 다음 번에는 꼭 부모님 모시고 수라상 먹으러 오겠습니다!!
00021|소곱창전골이랑 모둠 숙회와 오늘의 생선회 주문해서 먹었는데, 정말 맛있어서 야무지게 잘 먹었어요. 그리고 전부 룸으로 되어 있어서 편하고, 룸마다도 에어컨 다 달려 있어서 최고예요 중요한 자리거나 소규모 모임에 잘 어울리는 식당이에요 :)
00022|가족 모임하기 좋은 곳입니다. 음식도 맛있고, 모두들 만족하셨어요. 재방문 의사 있습니다 ^^
00023|고방수라상 먹었는데 너무 맛있었어요~ 다음에 가족모임할때 또 방문하겠습니다!!!
00024|점심에만 오다가 저녁에 처음 왔는데 메누 하나하나 다 맛있었어요 ㅎㅎ 서버분들도 너무 친절하시고 자주 올게요!
00025|단독룸에 둘이 이야기 하기 너무 좋아서 종종 이용합니다. 재료도 좋고 맛있어서 주변 지인들에게 추천하기도 좋아요! 오늘도 잘 먹고 갑니다~
00026|신랑이랑 퓨전한식 맛집인 고방채에 다녀왔어요. 80여종의 주류와 24개의 프라이빗한 단독룸이 있는 곳이라 회식장소, 모임장소를 비롯해 가족식사 하기에도 좋고 데이트, 소개팅 장소로도 분위기가 아주 좋았어요. 우린 추천메뉴 B로 주문해 먹었는데  영주문어숙회에 모듬전, 수육전골까지 너무너무 맛있었어요. 모든 메뉴가 정갈했고 담백했으며 신랑이 마신 논산우렁이쌀청주도 아주 깨끗한 맛이라 하더라구요. 한식주점으로도 그만이며 부모님 모시고 오고 싶은 곳이었어요. 식 후에는 길만 건너면 한강이라 물멍도 때리다가 노을도 보고 왔어요. 분위기, 맛, 멋을 고루 가춘 잊을 수 없는 곳이었어요
00027|전복죽이 진짜 맛있고 좁쌀 막걸리가 완전 극락! 양도 많아서 완전 맛있게 먹었어요. 술도 완전 최고
00028|와! 역시 여의도에서 유명한 곳이라서 확실히 다르네요~ 수육전골, 모둠 숙회, 생선회, 새우전! 정말 맛있어요! 그리고 룸 구성의 프리미엄 식당이라서, 모임장소로도 정말 좋아요  여의도 맛집으로 인정해요!
00029|여기 음식 다 맛있음 냉수육,모듬전,생선회,부라타떡볶이 전부 기대이상 막걸리먹기 진짜좋고 룸형식이라 일행끼리 먹기가능해요^^  음식들이 다 좋았습니다 강추합니다
00030|점심특선 꼬막정식 꼬막양에 놀라고 새콤한 양념맛에 또 놀라고.. 파김치는 또 왜 이렇게 맛있나요?  꼬막양이 너무 많아서 비벼도 비벼도 남아요 ㅎㅎ 오랜만에 좋아하는 꼬막 배터지게 먹었어요. 전복죽도 맛있다니 담에는 죽 먹겠어여. 후식으로 나오시면서 맛있는 아이스크림도 드세요.
00031|친구들이랑 방문했는데 부모님도 모셔오고 싶은 곳이네요 깔끔하고 서비스도 너무 좋아서 또 올 예정입니다 여의도 한식 맛집 고방채 맞네요
00032|맛있습니다 ㅎ  한정식 유명한 곳도 많이 갔지만 깔끔하고 맛있네요 ㅎ 동료랑 왔는데 부모님 모시고 또 오겠습니다.
00033|고방채 처음 방문하는데 다들 감동의 연속이였습니다! 너어무 댜접받는 느낌 맛잇엇어요
00034|보리굴비 구이 주문. 얼음 녹차 물에 밥말아 굴비 얹어 먹고, 솥밥에 누룽지 해서 싹싹 먹고, 커피까지 한자리에서  다 해결. 날도 더운데 안 옮겨도 되고, 커피 맛도 나쁘지 않고 좋다!
00035|조용하고 아늑하니 좋네여~ 먹거리도 다 신선하고, 맛있어요^^ 다음 모임도 기약할게요.
00036|여의도 고방채 두 번째 가는 건데 진짜 갈 때마다 너무 맛있어요 룸이라 모임 하기에도 진짜 좋아요.
00037|일요일  에약하고 왔더니 한가해서  좋네요. 건강한 맛 맛있어요. 전복죽도  엄청 많구요주차장에 차 세우기도  좋아요
00038|오늘 어머니 생신으로 가족과 함께 방문 하였습니다. 아기가 있어서 아기 의자가 들어올 수 있는 방으로 안내받았고, 음식도 훌륭합니다.  아기 식기류도 준비해주셨고, 전복죽은 간이 삼삼해서 15개월 아기에게 줘도 맛있게 잘 먹었습니다. 룸이 잘 되어있어서 모임하기에 딱 좋을 것 같고, 아기와 방문하기도 좋습니다.  반찬도, 메인 음식도 깔끔하니 좋고 녹두전도 맛있네요.
00039|부모님과 아이까지 함께 한 가족모임인데 모두 맛있게 잘 먹었습니다~ 다음엔 평일에 와서 뭉티기도 먹어보려구요!!! 깔끔하고 정갈해요
00040|매장 분위기도 단아하고 음식들이 아주 맛깔나네요
00041|반찬도 정갈하고 넘 맛있어요~ 룸형식이라 조용히 대화하기도 좋아요!
00042|배부르게 잘 먹었습니다 부모님도 만족하셔서 좋았어요 서비스 녹두전도 맛있었습니다
00043|올 룸이어서 비즈니스 미팅하기 좋아오!! 넘맛잇어요!
00044|메뉴가 리뉴얼되었는데 맛있어요!!
00045|이게 점심상이라니 실화냐 저녁도 점심도 언제나 실망시키지 않는 고방채 오늘도 우니솥밥 잘 먹고 상대한테 좋은 식당 알려줘 고맙다고 칭찬 듣고 갑니다~~
00046|항상 만석이라 예약필수인데 오늘은 운이 좋았네요. 굉장히 기분좋게 맛있게 먹었어요. 전좌석 룸이라 여유가 있고, 음식이 하나같이 맛있었어요. 가마솥 전복죽에 김가루 뿌리니 간이 딱. 3인이 먹어도 배부를 양이네요~ 직원분들도 정말 친절하세요. 다음엔 저녁에 와서 연포탕에 모듬전이랑 육전 먹어야겠어요!!
00047|음식도 정갈하고 맛있었습니다.
00048|룸으로만 구성되어 있어서 조용히 대화 나누기 좋아요. 육회랑 육사시미 파전 다 맛있었습니다 가성비 좋아요
00049|가족모임으로 예약해서 왔는데 룸도 잘 되어있고 음식도 정갈해서 너무 좋았어요~!! 점심 솥밥정식 종류별로 먹어봤는데 다 맛있어요! 주차도 지원돼서 편해요 ㅎㅎ
00050|진짜 임금님 수라상을 받은 것처럼 잘 나옵니다. 메인 메뉴부터 밑반찬까지 다 정성이 들어간 음식이고요. 너무 맛있습니다. 부모님, 친구, 애인 등과 오면 좋을 것 같아요. 회식 장소로도 완전 추천합니다.    *본 리뷰는 고방채로부터 서비스를 제공받았으나, 주관적인 생각으로 솔직하게 작성했습니다.
00051|한식당 잘하는 서여의도맛집 찾다가 후기들이 좋아서 방문했어요. 룸식당으로 되어 있어서 조용한거 좋아하는 저희한테 딱이었구요. 메뉴들도 엄청 화려하고 다양하고 좋더라구요. 다 맛있어 보여서 세트로 주문했는데 수육전골 진짜 진짜 최고 맛있었어요. 보양식 느낌 가득이라 가족외식으로도 좋을 거 같고 전 메뉴들도 다양하고 맛있어서 회식장소로도 좋을 듯 해요. 위치는 국회의사당역 바로 앞입니다. 서여의도 국회의사당 맛집으로 한식 찾는다면 여기만한데가 없을 거 같아요. 진짜 맛있고 진짜 만족스러웠습니다. 최고
00052|분위기, 맛, 모두 깔끔하구 직원들 응대도 너무너무 친절하네요. 소수 회식자리로는 여기가 적합할듯합니다 ㅎ ㅎ 너무나 맛있게 먹고갑니다 ㅎ ㅎ
00053|너무 맛있는 고방채 국회의사당역2호점입니다. 지점마다 메뉴가 조금씩 차이가 있다고 하는데요, 여기 메뉴 정말 맛있고 퀄리티 대박입니다. 신선한 제주딱새우에 반해버렸습니다. 그리고 한우곱창전골도 너무 고소하고 맛있었고요, 한우육전과 평양식수육, 솥밥까지 가족끼리 와서 즐기기도 지인모임, 회식하기에도 너무 좋은 메뉴들이었습니다. 먹고도 건강한 느낌이라 부담이 없어서 더 좋았습니다. 왜 인기있는 맛집인지 알 수 있는 고방채!! 추천합니다.^^
00054|프라이빗한 공간에서 맛있는 음식 너무 좋았어요!!  음식 하나하나 다 맛도리고 너무 깔끔해서 부모님 모시고 오기 좋아요!
00055|룸으로 되어 있어 모임하기 좋고 음식도 맛있고 깔끔해요!
00056|오랫만에 모임을 했는데 보리굴비메뉴가 수요일 할인중이라 맛있게 잘 먹었어요^^
00057|처음 방문했는데 여러가지 음식이 많고 뭉티기랑 딱새우가 엄청 맛있어요! 추천합니다
00058|회사분들과 함께 방문했는데요. 룸이 있어서 조용히 식사하기 좋습니다. 가격대와 음식맛과 구성도 너무 맘에 듭니다. 다음에 또 방문예정입니다^^
00059|인테리어부터 메뉴까지 다 퍼펙트
00060|룸에서 편하게 식사했습니다! 반찬도 정갈하고 맛있어요
00061|음식도 너무 맛있고 모두 룸이라서 프라이빗한 식사를 할 수 있어서 좋았던 국회의사당 맛집  직원분들도 모두 너무너무 친절하시고 필요한걸 따로 요청하지 않아도 알아서 챙겨주시기까지 하셔서 너무 감사했어요 ㅠㅠ 주류도 다양하고 룸마다 개별 충전기와 에어컨이 있어서 더 좋았습니다! 가족외식이나 회식장소로도 짱짱 추천이에요. 곱창전골 생선구이 해물파전 먹었는데 둘이서 배 터질뻔 했어요 근데 다먹음.. 재방문의사 1000000% 이에요 
00062|고방채 한식전문점에서 지인들과 소중한 시간 보낼 수 있어 너무나 행복했네요. 룸형식이라 대화하기도 좋고 음식들도 너무 과하지 않으면서 맛있었는데 친절한 직원분들 덕분에 편한 식사시간 보낼 수 있었습니다.  부모님 모시고 재방문 하겠습니다! 감사합니다 :)
00063|술 한잔 하러 갔는데요! 육회 육사시미 너무 신선하고 맛있어요 제주딱새우회도 제주도에서 먹은것보다 더맛있었고 룸이라 조용히 술마실 수 있어서 넘 좋아여 직원분들도 친절하고 담에 어른들 모시고 밥먹으러도 가볼려구요! 부모님들 무조건 좋아하실듯
00064|맛나고 좋아요. 조용하구요
00065|전식당 룸좌석으로 되어있어 프라이빗하게 이용할수 있었어요 술종류도 다양하고 충전기도 있고 이보다 더 완벽한 데이트장소는 없는것 같아요. 음식 퀄리티도 좋고 재료도 좋다는게 팍 느껴져서 더 즐겁게 식사할수있었어요. 국회의사당 맛집 여의도 최고맛집으로 인정이요 
00066|오랜만에 가족 외식했는데요 솥밥이 너무 맛있구요 꼬막 비빔밥도 맛있었고 가마솥 전복죽도 진짜 맛있었는데  한상차림이 엄청 잘 나와서 부모님 모시고 가기도 딱 좋구요. 룸이다 보니까 조용하게 가족들끼리 도란도란 이야기할 수 있어서  좋았던 거 같아요 깔끔하게 음식이 잘 나오고 대접하기도 좋은곳이에요. 잘먹었습니다 
00067|친한친구에게 청첩장 주려고 여의도룸식당 찾아서 예약했어요 우리끼리만 있으니 도란도란 이야기 나누기도 너무 좋았어요! 웨딩드레스 입어야하니 단백질이 많은 뭉티기랑 육회 먹었답니당 소스도 두 가지라 골라 먹는 맛이 있었어요! 김밥도 나와서 배도 든든해졌답니다. 부리타 치즈 떡볶이 완전 강추입니다 치즈, 쭈꾸미, 통통한 새우, 바지락, 트러플까지! 맛있는 재료가 너무 가득해서 맛없을 수 없어요 술 종류도 다양해서 골라먹는 재미가 있었답니다.  전통주, 막걸리, 약주, 맥주, 벨기에 맥주, 와인, 위스키까지 골라드세요
00068|구예진님 친절해요 음식도 맛있어요
00069|이보다 더 완벽한 가족외식 장소는 없는거같아요,,,! 여의도 한식당 찾으신다면 강추하는곳! 음식도 하나같이 다 맛있고 퓨전스타일이라 남녀노소 다 좋아할 그런 음식들이에요:) 생선도 다 손질해주셔서 먹기 편했고 룸식당이라 프라이빗하게 모임을 즐길 수 있었던 서여의도 맛집! 진짜 부모님들 모시고갔는데 너무 만족하셔서 제가 다 기뻤던 맛집이고 행사있거나 그런 기념일같은날 또 가고싶은 회식장소였어요 
00070|룸으로 되어있어 대화하기 좋고 분위기 좋았어요. 음식도 정갈하고 깔끔해서 재방문하려고 합니다.
00071|모두 룸으로 이루어져 있어서 프라이빗하게 식사하기 좋았어요. 룸은 방음도 잘 되어있고 아늑해서 마음에 들었어요. 음식들 퀄리티도 훌륭해서 주문한 요리 전부 맛있었어요. 특히 한우육전 완전 역대급   추천페어링 주류 있어서 막걸리 마셨는데 정말 잘 어울려서 대만족  나중에 부모님 모시고 재방문 의사 있어요
00072|날이 좋아 남편이랑 한강 나들이 갔다가 방문했어요~ 룸이 있어 프라이빗하게 이용할 수 있어 좋았습니다. 먹고 마시며 대화하기 편한 환경입니다 :-)  음식들도 정갈하고 재료가 좋다는게 단번에 느껴지는 맛이었어요! 오랜만에 먹은 단새우가 정말 달달하고 맛있더라구요 &gt; &lt;  음식들이 자극적이지 않지만 간이 딱 맞고 술을 곁들이기에 너무 좋았어요.  술 종류도 다양해서 고를때 행복한 고민을ㅎㅎ 국회의사당맛집 한식당 고방채에서 배부르고 맛있게 잘먹었습니다~
00073|급하게 왔는데 32갤 아기랑 편하게 룸에서 식사했어요. 음식도 맛있고 좋네요.
00074|재료가 너무 신선하고 맛있어요 입맛 까다로운 엄마도 맛있게 많이 드셔서 넘 좋았네요 부모님과 식사 장소 고민하시는 분들 추천드려요~
00075|직장동료들과 함께왔어요 룸이 있어서 조용하게 대화나누기 좋네요
00076|음식이 깔끔하고 맛있습니다.
00077|가봉갔다가 엄마랑 예랑이랑 맛있는거 대접하고싶어서 방문했어요 전좌석 룸석이라 프라이빗하게 먹을수있고 상다리부러지게 음식들이나오더라구요 문어숙회 숭어, 전골에 다양한 전 고등어 보리굴비 거기다 솥밥에 다양한 젓갈에 반찬까지 뭐하나 빠짐없이 맛있었어용 국회의사당역쪽에서 식사 대접하거나 회식 혹은 상견례장소로 좋을거같아용 ㅎㅎ
00078|점심 메뉴로 전복 솥밥 신선하게 준비되어 맛있게 먹었습니다 ㅎㅎ 자리 모시기 좋은 식당 같습니다~
00079|음식 정갈하니 맛있고 다들 친절하셔서 좋은 시간이었습니다
00080|오늘도 좋았습니다. 다만, 겉절이와 파김치를 공간이 없다고 안 올려주셨는데 물어보기 전까지는 안 주신  것도 이야기 안해주셔서 못 먹을뻔해서 그 부분이 아쉬웠습니다.
00081|깔끔하고 맛도 좋아요 직원도 친절하네 잘먹고 갑니다
00082|음식이 너무 맛있어서 사진 찍는 것도 깜빡했네요! 음식이 조미료 맛으로 맛있는게 아니라 깔끔하게 맛있어요. 모든 룸이 다 단독 공간이라 모임 하기도 너무 좋고, 아이와 함께 갔는데 아이들을 위해서도 특별히 더 신경 써 주셔서 너무 감사드렸어요. 한국 음식을 잘 먹지 못 하는 외국인과 함께 방문한 곳이라 혹시 입맛에 안 맞을까 걱정했는데, 동행한 외국인도 모두 너무 맛있다고 만족했어요. 스태프 분들도 다 너무 친절하시고 주차도 편하고 백퍼 다시 올 가치가 있는 곳입니다! 오늘 좋은 음식 좋은 시간 감사합니다!
00083|깔끔하고 맛있어요 룸으로 잘되어있고 대화하기 좋아요!
00084|언제나 맛있고 분위기 좋아요. 직원분들도 친절하세요
00085|모임장소로 좋네요  주차편하고 음식종류도 다양해요 추천합니다
00086|뭉티기는 품절이라 불낙전골이랑 모둠숙회&amp; 생선회 먹었는데 깔끔하게 나오고 모두 룸으로 되어있어서 좋아요!
00087|룸 형식으로 되어있어 조용하고 고급져서 분위기 좋고 무엇보다 음식이 너무 맛있어요  술자리, 모임자리 하기에 너무 좋은 곳이에요! 다양한 전통주도 많아서 맛보기 좋았습니다  다음에 또 갈게요 :)
00088|점심시간에 너무 기분좋게 퀄리티좋은 식사 하고갑니다 강추 음식도 너무너무 맛있어요
00089|여의도 한식당 있다고 해서 방문했는데 고즈넉한 인테리어에 전부 룸으로 되어있어서 좋았어요. 모든 음식이 정갈하고 간이 딱 맞아서 맛있게 잘 먹었답니다 두명이서 A세트 주문했는데 상다리가 부러질 정도로 양이 많더라고요 부모님 모시고와도 넘 좋을 것 같아요
00090|너무 맛있어요! 녹두전도 최고입니다
00091|가족들이랑 저녁식사하러 와서 먹었고 저녁한상 인당 59,000원 주문했고 돌솥밥은 저녁은 4천원 추가입니다. 특별한 자리에 와서 먹을만 하고 생선이랑 전 다양하게 음식이 나와요~!
00092|깔끔하니 정갈하고 밥이 맛있었어요! 찬도 잘 나오고 가족모임 하기 좋았습니다
00093|분위기 좋고 음식도 깔끔하게 잘 나옵니다! 직원분들이 친절하셔서 식사 내내 편안했어요~
00094|음식도 맛나고 가격도 적절해서 좋습니다 룸으로 되어있어 편한 부분이 있어요  서버들의 서비스는 가격이랑 기대대비 못미쳐서 아쉽습니다  잘 먹고 갑니다
00095|종종 오는 곳이에요. 모든 자리 룸이라 프라이빗하게 대화하기 넘 좋고 음식도 정말 맛있어요! 전복 솥밥만 먹다가 이번엔 꼬막도 먹어봤는데 넘 맛나네요 너무 맵지도 않고 딱 좋아요! 양도 어마어마해요~ 언제와도 만족스러운 곳이네요
00096|너무 맛있게 잘 먹었습니다. 직원분들도 다 너무 친절하시고 만족도가 굉장히 크네요. 또 오고싶어요.!
00097|처음 방문했는데 굉장히 만족스러웠습니다! 룸으로 되어있어서 대화하기 좋아요
00098|엄마 생신 기념해서 점심식사하러 왔어요 맛있게 깔끔하다고 가족모두 만족하시고 다음에 손님들 모시고 오신다고하네요
00099|전복죽이 정말 맛있어요~~~
00100|서여의도맛집으로 유명한 고방채 다녀왔는데, 정말 음식 퀄리티가 높아요!! 하나하나 신선하고 맛있어서 술이 술술 들어갑니당 프라이빗하게 룸으로 되어있어 대화하기도 좋고 회식장소로도 좋을 듯 합니다.
00101|매장, 음식, 서비스 셋 다 너무 만족스러운 곳이예요 고방채 한상으로 주문했는데 음식도 하나하나 다 맛있고, 양도 적지 않고요, 룸으로 되어 있어서 대화하기에도 너무 좋았습니다 무엇보다 직원분들이 굉장히 친절하셔서 즐거운 식사 했습니다 
00102|서여의도맛집으로 유명하길래 친구들과 모임있어서 예약하고 방문했어요. 룸식당이라 프라이빗해서 모임 갖기에 좋았어요. 그리고 음식도 정갈하고 깔끔하고 맛있어서 대접받는 느낌이 들었습니다. 나중에 가족외식 할때 다시 방문하려구요^-^ 점심 메뉴와 저녁메뉴가 달라서 저녁에도 한번 방문하고 싶어요. 
00103|깨끗하고 친절한 매장, 맛있는 식사 다 좋습니다만 주문하려는 메뉴가 점심 시간임에도 일찍 매진되어 주문할 수 없었어요. 많이 찾는 메뉴는 더욱 많이 준비해주시기 바랍니다.  아울러 저녁에는 네이버 예약자에게 리뷰 작성시 5천원 할인 혹은 전을 하나 서비스 주는 것으로 아는데 점심 때는 그런 리뷰 작성 서비스가 없는지요? 네이버 예약을 하고 점심 때 지인과 같이 갔는데 전혀 그런 안내나 서비스가 없었습니다. 점심 때와 저녁 때 방문시 너무 차별이 크면 문제가 있다고 생각됩니다. 참고해주세요. 감사합니다.
00104|음식 깔끔하고 맛있어요  손님하고 왔는데 다음에 또 접대 장소로 선택할 거 같네요
00105|&lt;고급진 술집&gt; 한마디로 표한하면 이렇다 세트메뉴 129,000원(?)에 라거 2잔 시켜 콜프를 얻어냈다. 먼가 20대때 친구들과 함께 한 룸 술집의 고급버전! 둘 다 외국 친구들이 왔을 때 추천할 것이냐는 물음에 모듀 추천!! 이집은 일단 핫 푸드 추천한다  안주로 모두 만족! 재방문의사 있다
00106|룸으로 되어있어 지인 가족 등과 편안하고 조용하게 식사를 하실 수 있습니다.
00107|맛있고 특별한 퓨전한식에 술 한잔 하고픈 날에 딱인 고방채! 룸식당이라 오붓하게 식사하고 대화하기 좋아요. A세트로 주문했는데 육회도 냉동과는 차원이 되는 선도로 약간 숙성되었나 싶은 부드러운 맛입니다. 잡내도 하나도 없는 맑은 빛깔이 입맛을 확 땡겨줍니다! 요즘 하는 곳이 많이 생겼지만 생고기와 싱싱한 제주 딱새우조합이 딱입니다.왜냐면 신랑은 고기파 저는 횟파라 서로 취향이 존중된 세트 ㅎㅎ 여기엔 따끈한 소곱창으로 속을 든든해 채워주니 환상의 세트네요~ 이 메뉴는 소주나 하이볼이 딱이니 창고하세요.  예약안하면 룸이 없으니 네이버에 미리미리 예약하시길 추천드려요~~ 
00108|친정부모님과함께 고방채에서 즐거운 식사를 했어요 저희는 보리굴비와 솥밥을 먹었어요. 갈비찜은 고소하고 부드러워 입안에서 살살 녹았고,  다양한 재료가 조화를 이루어 풍부한 맛을 선사했어요 가족 모두가 만족스러운 식사 시간을 보냈습니다 고방채의 정성스러운 요리와 따뜻한 분위기에 감사드려요
00109|전 테이블 룸으로 되어있어서 편안하구요. 막걸리 소주 등 주류가 다양해서 어울리는 술을 추천받아 먹는것도 좋네요  음식도 대체로 깔끔하니 누구랑 와도 만족스럽습니다
00110|그냥 동네에서 친구들과 술안주로 먹는건 좋을것 같은데 그러기엔 가격이 좀 비싼듯해요. 반찬 좀 줄이고 퀄러티에 집중 필요한듯합니다.
00111|솥밥 녹두전 맛있네요
00112|풍성한 메뉴구성과 신선한 재료 모든음식 하나하나 정성이 가득 담은 맛있는 음식들로 행복했던 고방채 국회의사당2호점 이었어요.  기념일에 맞춰 방문했는데 프라이빗한한 룸으로 구성되어서 더 좋았습니다.
00113|휴일을 맞이해 동생과 서여의도맛집으로 유명한 고방채에 다녀왔네요~ 신선한 육회와 새콤한 부추절임이 맛났던 녹두전, 식사로 우니해물솥밥, 영양갈비찜을 먹었는데요. 비주얼은 물론 양도 푸짐하고 해물, 고기 냄새 전혀없이 맛있게 먹고왔어요~ 전 테이블이 룸으로 된 한식당으로 가족외식, 모임 등으로 추천드리고 싶은 곳입니다~ 직원분들이 친절해서 더욱 좋았어요~^0^
00114|언제나 신선한 재료의 음식과 정갈한 반찬에 항상 만족합니다. 양도 아주 푸짐해요. 프라이빗 한 모임에 아주 좋아요. 예약은 필수~
00115|고방채 넘 좋아여 맛있구 깔끔하고 국회의시당역점은 룸이 넓고 잘되어있어서 넘 좋아요!! 직원분즐도 넘 친절해서 젛았어뇨!! 
00116|고기와 해산물에 솥밥까지 완벽한 메뉴였어요~! 좁쌀막걸리 너무 맛있어서 갈때마다 주문하고, 솥밥정식도 맛있지만 고반수라상 정말 너무 맛있네요. 점심에도 전이랑 전골이랑 회까지 푸짐하게 먹을수있어요. 그리고 다른지점보다 직원분들이 친절하세요 
00117|가족생일 기념으로 점심먹으러 국회의사당역 맛집 고방채 2호점을 방문했어요. 룸식당으로 되어있어서 마음편하게 식사할 수 있고 지하주차장에 2시간 무료주차라 좋습니다. 수라상 메뉴는 점심과 저녁 둘다 주문할수있는데 점심에는 솥밥이 같이 나오는데다 주말에는 할인도 됩니다. 숭어회와 문어숙회 전 전골 백골뱡이 보리굴비와 생선구이에 솥밥까지 음식 하나하나가 정갈하고 맛있어서 손님접대하기에도 좋은듯합니다.
